rating;user;place
3;Jan Roy;Kawasan Kuliner BSM
1;Jan Roy;Museum Taman Prasasti
2;Jan Roy;Gua Maria Kerep Ambarawa
3;Jan Roy;Candi Sewu
5;Jan Roy;Monumen Selamat Datang
2;Jan Roy;Taman Kunang-Kunang
4;Jan Roy;Pantai Cipta
3;Jan Roy;Monumen Tugu Pahlawan
5;Jan Roy;Museum Tekstil
4;Jan Roy;Taman Film
4;Jan Roy;Candi Donotirto
2;Jan Roy;Taman Agrowisata Cilangkap
1;Jan Roy;Pulau Bidadari
1;Jan Roy;Museum Fatahillah
4;Jan Roy;Jembatan Merah
4;Jan Roy;Kyotoku Floating Market
4;Jan Roy;Taman Bungkul
3;Jan Roy;Goa Jomblang
1;Jan Roy;Monumen Jalesveva Jayamahe
2;Jan Roy;Brown Canyon
2;Jan Roy;Pantai Sadranan
4;Jan Roy;Museum Pos Indonesia
1;Jan Roy;La Kana Chapel
4;Jan Roy;Curug Anom
5;Jan Roy;Taman Pelangi Yogyakarta
3;Jan Roy;Dunia Fantasi
2;Jan Roy;Kebun Binatang Surabaya
3;Jan Roy;Taman Buah Surabaya
3;Jan Roy;Candi Ratu Boko
5;Violet Mullen;Pulau Pramuka
4;Violet Mullen;Pantai Depok Jogja
2;Violet Mullen;Pantai Samas
2;Violet Mullen;Taman Cattleya
2;Violet Mullen;Museum Sasmita Loka Ahmad Yani
3;Violet Mullen;Pantai Marina
4;Violet Mullen;Pantai Nglambor
5;Violet Mullen;Kawasan Wisata Sosrowijayan
5;Violet Mullen;Goa Cerme
3;Violet Mullen;Museum Kereta Ambarawa
4;Violet Mullen;Taman Bunga Celosia
3;Violet Mullen;Desa Wisata Gamplong
3;Violet Mullen;Taman Agrowisata Cilangkap
5;Violet Mullen;Kota Tua
1;Violet Mullen;Patung Sura dan Buaya
3;Violet Mullen;Blue Lagoon Jogja
5;Violet Mullen;Curug Dago
4;Violet Mullen;Taman Lansia
1;Violet Mullen;Pantai Siung
3;Violet Mullen;Umbul Sidomukti
5;Violet Mullen;Observatorium Bosscha
4;Violet Mullen;Taman Miniatur Kereta Api
1;Violet Mullen;Masjid Agung Trans Studio Bandung
4;Violet Mullen;Pintoe Langit Dahromo
5;Violet Mullen;Waterpark Kenjeran Surabaya
2;Violet Mullen;Taman Badak
2;Violet Mullen;Pulau Tidung
3;Violet Mullen;Plaza Indonesia
2;Damian Conner;Tirto Argo Siwarak
4;Damian Conner;Food Junction Grand Pakuwon
3;Damian Conner;Museum Joang 45
4;Damian Conner;Museum Sonobudoyo Unit I
1;Damian Conner;Perpustakaan Nasional
5;Damian Conner;Museum Ullen Sentalu
4;Damian Conner;GPIB Immanuel Semarang (Gereja Blenduk)
1;Damian Conner;Taman Jomblo
4;Damian Conner;Candi Borobudur
1;Damian Conner;Museum Seni Rupa dan Kramik
3;Damian Conner;Puncak Segoro
5;Damian Conner;Museum Gunung Merapi
3;Damian Conner;Monumen Jalesveva Jayamahe
3;Damian Conner;Saloka Theme Park
2;Damian Conner;Taman Situ Lembang
5;Damian Conner;Pantai Jogan
3;Damian Conner;Pantai Maron
2;Damian Conner;Candi Donotirto
1;Damian Conner;Pantai Marina
2;Damian Conner;Masjid Muhammad Cheng Hoo
3;Damian Conner;Istana Negara Republik Indonesia
2;Damian Conner;Kampung Cina
3;Damian Conner;Air Terjun Sri Gethuk
4;Damian Conner;Water Park Bandung Indah
4;Damian Conner;Kampung Batik Gedong Semarang
1;Damian Conner;Candi Ratu Boko
2;Damian Conner;Taman Flora Bratang Surabaya
1;Damian Conner;Lawang Sewu
4;Damian Conner;Ciputra Waterpark
3;Damian Conner;Kampung Batu Malakasari
4;Damian Conner;Durian Gardens and Tourism Education Watu Simbar
1;Damian Conner;Sendang Geulis Kahuripan
1;Damian Conner;Caringin Tilu
1;Damian Conner;Wisata Lereng Kelir
2;Damian Conner;Curug Malela
5;Wilber Chung;Sungai Palayangan
5;Wilber Chung;Kampoeng Kopi Banaran
3;Wilber Chung;Durian Gardens and Tourism Education Watu Simbar
2;Wilber Chung;Blue Lagoon Jogja
3;Wilber Chung;Taman Budaya Jawa Barat
1;Wilber Chung;Selasar Sunaryo Art Space
5;Wilber Chung;Klenteng Jin De Yuan
3;Wilber Chung;Masjid Muhammad Cheng Hoo
3;Wilber Chung;Pantai Goa Cemara
2;Wilber Chung;Museum Mpu Tantular
3;Wilber Chung;Happyfarm Ciwidey
5;Wilber Chung;Taman Budaya Jawa Barat
3;Wilber Chung;Taman Jomblo
3;Wilber Chung;Monumen Tugu Pahlawan
5;Wilber Chung;Geoforest Watu Payung Turunan
1;Wilber Chung;Atlantis Land Surabaya
3;Wilber Chung;Hutan Kota Srengseng
4;Wilber Chung;Setu Babakan
1;Wilber Chung;Watu Mabur Mangunan
2;Wilber Chung;Babakan Siliwangi City Forest Path Bandung
5;Wilber Chung;Pantai Drini
4;Wilber Chung;Situ Patenggang
1;Wilber Chung;Monumen Perjuangan Rakyat Jawa Barat
1;Wilber Chung;Durian Gardens and Tourism Education Watu Simbar
2;Wilber Chung;Indonesia Kaya Park
3;Wilber Chung;Pantai Sundak
4;Wilber Chung;Tafso Barn
3;Wilber Chung;Monumen Bandung Lautan Api
3;Wilber Chung;Desa Wisata Lembah Kalipancur
5;Wilber Chung;Geoforest Watu Payung Turunan
4;Shari Fletcher;Jendela Alam
4;Shari Fletcher;Glamping Lakeside Rancabali
5;Shari Fletcher;Perkebunan Teh Malabar
4;Shari Fletcher;NuArt Sculpture Park
5;Shari Fletcher;Water Park Bandung Indah
5;Shari Fletcher;Taman Badak
3;Shari Fletcher;NuArt Sculpture Park
1;Shari Fletcher;Hutan Wisata Tinjomoyo Semarang
1;Shari Fletcher;Museum Sumpah Pemuda
3;Shari Fletcher;Tugu Muda Semarang
5;Shari Fletcher;Taman Legenda Keong Emas
4;Shari Fletcher;Gedung Agung Yogyakarta
3;Shari Fletcher;Keraton Surabaya
1;Shari Fletcher;Pantai Sundak
5;Shari Fletcher;Taman Ekspresi Dan Perpustakaan
2;Shari Fletcher;Pulau Bidadari
2;Shari Fletcher;Taman Jomblo
5;Shari Fletcher;Pantai Ngobaran
4;Shari Fletcher;Puncak Segoro
4;Shari Fletcher;Kebun Binatang Ragunan
4;Shari Fletcher;Taman Cattleya
1;Shari Fletcher;Pasar Petak Sembilan
5;Shari Fletcher;Pantai Sedahan
4;Shari Fletcher;Kawasan Punclut
2;Shari Fletcher;Taman Sejarah Bandung
4;Shari Fletcher;Taman Ekspresi Dan Perpustakaan
2;Shari Fletcher;Kebun Binatang Ragunan
5;Shari Fletcher;The World Landmarks - Merapi Park Yogyakarta
4;Shari Fletcher;Taman Kupu-Kupu Cihanjuang
3;Shari Fletcher;Bukit Moko
3;Shari Fletcher;Embung Tambakboyo
5;Shari Fletcher;Museum Pos Indonesia
4;Shari Fletcher;Sanghyang Heuleut
3;Shari Fletcher;Desa Wisata Kelor
3;Shari Fletcher;Bukit Panguk Kediwung
3;Shari Fletcher;Taman Keputran
4;Shari Fletcher;Kampoeng Rawa
1;Kelly Barry;Goa Jomblang
3;Kelly Barry;Kawah Rengganis Cibuni
5;Kelly Barry;Geoforest Watu Payung Turunan
3;Kelly Barry;Sumur Gumuling
3;Kelly Barry;Taman Prestasi
3;Kelly Barry;Pulau Pelangi
4;Kelly Barry;Sanghyang Heuleut
3;Kelly Barry;Taman Budaya Jawa Barat
5;Kelly Barry;Puncak Gunung Api Purba - Nglanggeran
4;Kelly Barry;Museum Benteng Vredeburg Yogyakarta
2;Kelly Barry;Kota Mini
2;Kelly Barry;Nol Kilometer Jl.Malioboro
5;Kelly Barry;Museum Sri Baduga
2;Kelly Barry;Taman Suropati
4;Kelly Barry;Bukit Gantole Cililin
2;Kelly Barry;Air Terjun Kedung Pedut
1;Kelly Barry;La Kana Chapel
1;Kelly Barry;Wot Batu
5;Kelly Barry;Teras Cikapundung BBWS
1;Kelly Barry;Gembira Loka Zoo
5;Kelly Barry;Mountain View Golf Club
3;Kelly Barry;Tafso Barn
2;Kelly Barry;Pantai Parangtritis
4;Kelly Barry;Museum Kereta Ambarawa
1;Kelly Barry;Hutan Mangrove Kulon Progo
5;Kelly Barry;Pulau Pramuka
2;Kelly Barry;Lawangwangi Creative Space
2;Kelly Barry;Pantai Sepanjang
2;Kelly Barry;Pulau Pari
3;Kelly Barry;Atlantis Land Surabaya
3;Kelly Barry;Indonesia Kaya Park
3;Kelly Barry;Pantai Parangtritis
3;Kelly Barry;Nol Kilometer Jl.Malioboro
1;Kelly Barry;Keraton Surabaya
4;Florence Kaiser;Pantai Nglambor
5;Florence Kaiser;Pantai Congot
3;Florence Kaiser;Curug Tilu Leuwi Opat
3;Florence Kaiser;Umbul Sidomukti
2;Florence Kaiser;Taman Flora Bratang Surabaya
2;Florence Kaiser;Taman Budaya Jawa Barat
2;Florence Kaiser;Kebun Tanaman Obat Sari Alam
2;Florence Kaiser;Rumah Sipitung
1;Florence Kaiser;Taman Budaya Yogyakarta
2;Florence Kaiser;Gua Maria Kerep Ambarawa
2;Florence Kaiser;Curug Cipanas
3;Florence Kaiser;Pasar Taman Puring
1;Florence Kaiser;Pantai Ria Kenjeran
2;Florence Kaiser;Curug Cilengkrang
2;Florence Kaiser;Jembatan Biru Ambarawa
1;Florence Kaiser;Water Park Bandung Indah
2;Florence Kaiser;Embung Tambakboyo
5;Florence Kaiser;Taman Hiburan Rakyat
4;Florence Kaiser;Museum Layang-layang
5;Florence Kaiser;Pintoe Langit Dahromo
4;Florence Kaiser;Museum Seni Rupa dan Kramik
3;Florence Kaiser;Wisata Kraton Jogja
1;Florence Kaiser;Taman Budaya Jawa Barat
5;Florence Kaiser;Kampoeng Kopi Banaran
3;Florence Kaiser;Perpustakaan Nasional
1;Florence Kaiser;Taman Hutan Raya Ir. H. Juanda
2;Florence Kaiser;Water Blaster Bukit Candi Golf
1;Florence Kaiser;Wisata Mangrove Tapak
1;Florence Kaiser;Pantai Nglambor
3;Florence Kaiser;Taman Mundu
1;Florence Kaiser;Pecinan Glodok
2;Florence Kaiser;Babakan Siliwangi City Forest Path Bandung
3;Florence Kaiser;Gereja Perawan Maria Tak Berdosa Surabaya
2;Benita Olson;Tebing Karaton
4;Benita Olson;Blue Lagoon Jogja
3;Benita Olson;Monumen Sanapati
3;Benita Olson;Roemah Seni Sarasvati
1;Benita Olson;Caringin Tilu
4;Benita Olson;Masjid Pusdai
1;Benita Olson;Kebun Binatang Bandung
3;Benita Olson;Taman Spathodea
2;Benita Olson;Gunung Manglayang
1;Benita Olson;Alun-alun Utara Keraton Yogyakarta
2;Benita Olson;Taman Impian Jaya Ancol
4;Benita Olson;Patung Buddha Empat Rupa
3;Benita Olson;Monumen Bandung Lautan Api
2;Benita Olson;Pantai Nglambor
1;Benita Olson;Monumen Tugu Pahlawan
3;Benita Olson;Gereja Perawan Maria Tak Berdosa Surabaya
5;Benita Olson;Air Terjun Kali Pancur
2;Benita Olson;NuArt Sculpture Park
1;Benita Olson;Pantai Sundak
2;Benita Olson;Kampung Korea Bandung
3;Benita Olson;Kawasan Wisata Sosrowijayan
5;Benita Olson;Jembatan Biru Ambarawa
1;Benita Olson;Bukit Panguk Kediwung
2;Elba Patterson;Surabaya North Quay
3;Elba Patterson;Curug Batu Templek
1;Elba Patterson;Monumen Bambu Runcing Surabaya
5;Elba Patterson;Perpustakaan Nasional
2;Elba Patterson;Roemah Seni Sarasvati
5;Elba Patterson;Taman Harmoni Keputih
5;Elba Patterson;Obyek Wisata Goa Kreo
1;Elba Patterson;Masjid Nasional Al-Akbar
2;Elba Patterson;Pantai Ngrawe (Mesra)
4;Elba Patterson;Museum Mpu Tantular
4;Elba Patterson;Kampoeng Rawa
2;Elba Patterson;Wisata Kaliurang
4;Elba Patterson;Museum Macan (Modern and Contemporary Art in Nusantara)
1;Elba Patterson;Hutan Pinus Asri
4;Elba Patterson;Taman Suropati
5;Elba Patterson;Pura Giri Natha
1;Elba Patterson;Gunung Lalakon
4;Elba Patterson;Taman Balai Kota Bandung
2;Elba Patterson;Kota Mini
5;Elba Patterson;Waterpark Kenjeran Surabaya
5;Elba Patterson;Glamping Lakeside Rancabali
1;Elba Patterson;Mountain View Golf Club
5;Elba Patterson;Food Junction Grand Pakuwon
2;Elba Patterson;Perpustakaan Nasional
1;Rebecca Mclean;Kebun Bibit Wonorejo
2;Rebecca Mclean;Pulau Pramuka
2;Rebecca Mclean;Hutan Pinus Asri
4;Rebecca Mclean;Kawasan Malioboro
4;Rebecca Mclean;Kampoeng Djadhoel Semarang
4;Rebecca Mclean;Taman Vanda
5;Rebecca Mclean;Taman Agrowisata Cilangkap
1;Rebecca Mclean;Babakan Siliwangi City Forest Path Bandung
3;Rebecca Mclean;Museum Satria Mandala
2;Rebecca Mclean;Hutan Pinus Kayon
5;Rebecca Mclean;Jembatan Pasupati
3;Rebecca Mclean;Studio Alam Gamplong
2;Rebecca Mclean;Goa Rong
4;Rebecca Mclean;Pantai Nglambor
3;Rebecca Mclean;Sendang Geulis Kahuripan
1;Rebecca Mclean;Pantai Patihan
5;Rebecca Mclean;Peta Park
4;Rebecca Mclean;Pemandian Air Panas Cimanggu
1;Rebecca Mclean;Air Mancur Menari
1;Rebecca Mclean;Pantai Sanglen
2;Rebecca Mclean;Museum Sasmita Loka Ahmad Yani
3;Rebecca Mclean;Puncak Segoro
3;Rebecca Mclean;Kampung Wisata Sosro Menduran
1;Rebecca Mclean;Museum De Javasche Bank
4;Rebecca Mclean;Museum Kesehatan Dr. Adhyatma
1;Rebecca Mclean;Museum Pos Indonesia
1;Rebecca Mclean;Pantai Sepanjang
4;Rebecca Mclean;Taman Sungai Mudal
5;Rebecca Mclean;Taman Ismail Marzuki
4;Rebecca Mclean;Museum Sri Baduga
4;Rebecca Mclean;Desa Wisata Pulesari
5;Rebecca Mclean;Pantai Nguluran
1;Kip Jones;Puncak Segoro
1;Kip Jones;Food Junction Grand Pakuwon
5;Kip Jones;Pantai Ngrenehan
3;Kip Jones;Dusun Bambu
1;Kip Jones;Museum Pendidikan Nasional
5;Kip Jones;Kampung Cina
3;Kip Jones;Taman Kasmaran
4;Kip Jones;Roemah Seni Sarasvati
5;Kip Jones;Wot Batu
2;Kip Jones;Kampoeng Rawa
3;Kip Jones;Pecinan Glodok
4;Kip Jones;Air Terjun Kali Pancur
1;Kip Jones;Caringin Tilu
4;Kip Jones;Monumen Yogya Kembali
2;Kip Jones;Pantai Sepanjang
2;Kip Jones;Watu Lumbung
2;Kip Jones;Pantai Pulang Sawal
5;Kip Jones;Lawang Sewu
4;Kip Jones;Patung Sura dan Buaya
4;Kip Jones;Freedom Library
5;Kip Jones;Taman Pandanaran
4;Kip Jones;Kebun Tanaman Obat Sari Alam
5;Kip Jones;Observatorium Bosscha
4;Kip Jones;Candi Ijo
5;Kip Jones;Lembang Park & Zoo
4;Kip Jones;Pantai Ngandong
3;Kip Jones;Pantai Glagah
1;Kip Jones;Batununggal Indah Club
4;Kip Jones;Candi Ratu Boko
1;Kip Jones;Ciputra Waterpark
1;Kip Jones;Tebing Breksi
4;Kip Jones;Chingu Cafe Little Seoul
4;Kip Jones;Surabaya North Quay
4;Kip Jones;Taman Jomblo
3;Kip Jones;Situ Cileunca
3;Kip Jones;Monumen Bandung Lautan Api
3;Arron Griffin;Tebing Breksi
5;Arron Griffin;Jakarta Aquarium dan Safari
1;Arron Griffin;Wisata Agro Edukatif Istana Susu Cibugary
4;Arron Griffin;Taman Suropati
3;Arron Griffin;Watu Gunung Ungaran
1;Arron Griffin;Gereja Tiberias Indonesia Bandung
1;Arron Griffin;Pura Giri Natha
1;Arron Griffin;Taman Balai Kota Bandung
1;Arron Griffin;La Kana Chapel
3;Arron Griffin;Pintoe Langit Dahromo
3;Arron Griffin;Embung Tambakboyo
4;Arron Griffin;Tugu Pal Putih Jogja
4;Arron Griffin;Taman Buah Surabaya
1;Arron Griffin;Hutan Pinus Kayon
5;Arron Griffin;GunungTangkuban perahu
4;Arron Griffin;Pantai Pulang Sawal
1;Arron Griffin;Galeri Nasional Indonesia
2;Arron Griffin;Taman Agrowisata Cilangkap
3;Arron Griffin;Air Terjun Kedung Pedut
4;Arron Griffin;Pantai Ngobaran
2;Arron Griffin;Gereja Katedral Santo Petrus Bandung
5;Arron Griffin;Pasar Baru
2;Arron Griffin;Water Park Bandung Indah
1;Arron Griffin;Old City 3D Trick Art Museum
1;Arron Griffin;Museum Basoeki Abdullah
2;Arron Griffin;Hutan Pinus Asri
5;Arron Griffin;Pantai Jungwok
1;Arron Griffin;Ciwangun Indah Camp Official
5;Arron Griffin;Pantai Congot
5;Bianca Carlson;Taman Spathodea
1;Bianca Carlson;Taman Bunga Cihideung
4;Bianca Carlson;Pasar Beringharjo
1;Bianca Carlson;Pasar Kebon Empring Bintaran
5;Bianca Carlson;Pulau Bidadari
3;Bianca Carlson;Museum Nike Ardilla
4;Bianca Carlson;Rabbit Town
5;Bianca Carlson;Wisata Kampung Krisan Clapar
3;Bianca Carlson;Pantai Siung
3;Bianca Carlson;Pantai Pok Tunggal
3;Bianca Carlson;The Great Asia Africa
4;Bianca Carlson;Pantai Sepanjang
2;Bianca Carlson;Taman Legenda Keong Emas
3;Bianca Carlson;Waterpark Kenjeran Surabaya
2;Bianca Carlson;Old City 3D Trick Art Museum
5;Bianca Carlson;Pasar Kebon Empring Bintaran
5;Bianca Carlson;Monumen Selamat Datang
4;Bianca Carlson;Desa Wisata Sungai Code Jogja Kota
1;Bianca Carlson;Blue Lagoon Jogja
1;Bianca Carlson;Kebun Teh Nglinggo
5;Bianca Carlson;Kawasan Malioboro
1;Bianca Carlson;Pantai Ngobaran
3;Bianca Carlson;Pantai Depok Jogja
4;Bianca Carlson;Pesona Nirwana Waterpark & Cottages
3;Bianca Carlson;Museum Gunung Merapi
3;Bianca Carlson;Surabaya Museum (Gedung Siola)
1;Bianca Carlson;Semarang Chinatown
5;Bianca Carlson;Sea World
2;Bianca Carlson;Museum Geologi Bandung
1;Bianca Carlson;Candi Sewu
3;Bianca Carlson;Museum Pendidikan Nasional
5;Bianca Carlson;Kampung Pelangi
1;Bianca Carlson;Lawang Sewu
2;Bianca Carlson;Danau Rawa Pening
4;Bianca Carlson;Pasar Kebon Empring Bintaran
2;Bianca Carlson;Dusun Bambu
4;Bianca Carlson;Heha Sky View
1;Bianca Carlson;Taman Hutan Raya Ir. H. Juanda
5;Bianca Carlson;Taman Bunga Cihideung
3;Bianca Carlson;Taman Sungai Mudal
1;Bianca Carlson;Museum Macan (Modern and Contemporary Art in Nusantara)
4;Bianca Carlson;Monumen Nasional
3;Damon Horton;Galaxy Waterpark Jogja
1;Damon Horton;Gua Belanda
5;Damon Horton;Green Village Gedangsari
4;Damon Horton;Taman Pandanaran
4;Damon Horton;Pantai Kukup
4;Damon Horton;Bukit Moko
5;Damon Horton;Masjid Muhammad Cheng Hoo
2;Damon Horton;Brown Canyon
2;Damon Horton;Waterboom PIK (Pantai Indah Kapuk)
4;Damon Horton;Rainbow Garden
4;Damon Horton;Watu Mabur Mangunan
4;Damon Horton;Watu Goyang
1;Damon Horton;Lava Bantal
4;Damon Horton;Atlantis Water Adventure
2;Damon Horton;Museum Kesehatan Dr. Adhyatma
3;Damon Horton;Dusun Bambu
1;Damon Horton;Museum Gedung Sate
1;Damon Horton;Puncak Segoro
2;Damon Horton;Embung Tambakboyo
3;Damon Horton;Atlantis Water Adventure
3;Damon Horton;Jakarta Aquarium dan Safari
5;Damon Horton;Atlantis Water Adventure
4;Damon Horton;"Bukit Paralayang, Watugupit"
4;Damon Horton;Kebun Teh Nglinggo
2;Damon Horton;Perkebunan Teh Malabar
3;Damon Horton;Semarang Contemporary Art Gallery
4;Damon Horton;Geoforest Watu Payung Turunan
3;Damon Horton;Museum Kereta Ambarawa
3;Damon Horton;Museum Kereta Ambarawa
5;Damon Horton;Sanghyang Heuleut
1;Damon Horton;The Escape Hunt
1;Damon Horton;Lawang Sewu
1;Maritza Potts;Taman Pintar Yogyakarta
3;Maritza Potts;Umbul Sidomukti
1;Maritza Potts;Pulau Pramuka
2;Maritza Potts;Museum Sonobudoyo Unit I
2;Maritza Potts;Jembatan Pasupati
1;Maritza Potts;Bangsal Pagelaran
4;Maritza Potts;Kawasan Wisata Sosrowijayan
2;Maritza Potts;Pasar Tanah Abang
3;Maritza Potts;Pasar Taman Puring
2;Maritza Potts;Hutan Wisata Tinjomoyo Semarang
3;Maritza Potts;Sumur Gumuling
5;Maritza Potts;Wisata Kraton Jogja
3;Maritza Potts;Wisata Kampung Krisan Clapar
2;Maritza Potts;Bukit Jamur
1;Maritza Potts;Taman Menteng
1;Maritza Potts;Taman Balai Kota Bandung
1;Maritza Potts;Puspa Iptek Sundial
1;Maritza Potts;Green Village Gedangsari
3;Maritza Potts;Pura Giri Natha
4;Maritza Potts;Pulau Pari
2;Maritza Potts;Wisata Alam Wana Wisata Penggaron
1;Maritza Potts;Taman Srigunting
3;Maritza Potts;Pantai Congot
2;Maritza Potts;Hutan Kota Srengseng
1;Maritza Potts;Taman Barunawati
1;Maritza Potts;Wisata Kaliurang
3;Maritza Potts;Trans Studio Bandung
4;Jay Shaw;Curug Cimahi
4;Jay Shaw;Goa Cerme
2;Jay Shaw;Wisata Alam Wana Wisata Penggaron
4;Jay Shaw;Peta Park
3;Jay Shaw;Kota Lama Semarang
5;Jay Shaw;Upside Down World Bandung
3;Jay Shaw;Goa Cerme
4;Jay Shaw;Food Junction Grand Pakuwon
3;Jay Shaw;Gunung Papandayan
1;Jay Shaw;Taman Tabanas
1;Jay Shaw;Kebun Binatang Surabaya
1;Jay Shaw;Taman Menteng
4;Jay Shaw;Tebing Breksi
3;Jay Shaw;Pasar Petak Sembilan
2;Jay Shaw;Pantai Depok Jogja
3;Jay Shaw;Atlantis Land Surabaya
2;Jay Shaw;Taman Begonia
2;Jay Shaw;Air Terjun Sri Gethuk
5;Jay Shaw;Perpustakaan Nasional
1;Jay Shaw;Sendang Geulis Kahuripan
2;Jay Shaw;Goa Jomblang
1;Jay Shaw;Taman Ismail Marzuki
3;Jay Shaw;Setu Babakan
4;Jay Shaw;Museum Bahari Jakarta
5;Jay Shaw;Jurang Tembelan Kanigoro
3;Jay Shaw;Wisata Alam Mangrove Angke
5;Jay Shaw;Pantai Pulang Sawal
2;Jimmie Middleton;Embung Tambakboyo
1;Jimmie Middleton;Pantai Goa Cemara
2;Jimmie Middleton;Curug Batu Templek
3;Jimmie Middleton;Blue Lagoon Jogja
4;Jimmie Middleton;Wisata Kuliner Pecenongan
5;Jimmie Middleton;Curug Batu Templek
3;Jimmie Middleton;Jembatan Pasupati
5;Jimmie Middleton;Kebun Tanaman Obat Sari Alam
2;Jimmie Middleton;Klenteng Sanggar Agung
4;Jimmie Middleton;Pantai Ancol
4;Jimmie Middleton;Museum Geologi Bandung
2;Jimmie Middleton;Galeri Indonesia Kaya
4;Jimmie Middleton;Grand Maerakaca
3;Jimmie Middleton;Taman Kasmaran
1;Jimmie Middleton;Kota Lama Semarang
1;Jimmie Middleton;Pantai Sundak
3;Jimmie Middleton;Pemandian Air Panas Ciater
4;Jimmie Middleton;Gumuk Pasir Parangkusumo
1;Jimmie Middleton;Kebun Bibit Wonorejo
2;Jimmie Middleton;Embung Tambakboyo
2;Jimmie Middleton;Taman Kupu-Kupu Cihanjuang
3;Jimmie Middleton;Gua Pawon
2;Jimmie Middleton;Taman Hutan Raya Ir. H. Djuanda
3;Jimmie Middleton;Taman Keputran
1;Jimmie Middleton;Taman Impian Jaya Ancol
3;Jimmie Middleton;Puncak Gunung Api Purba - Nglanggeran
2;Jimmie Middleton;Setu Babakan
1;Jimmie Middleton;Bendung Lepen
3;Jimmie Middleton;Pantai Kesirat
3;Jimmie Middleton;Orchid Forest Cikole
2;Jimmie Middleton;Pantai Pok Tunggal
4;Julius Ryan;Semarang Chinatown
2;Julius Ryan;Situ Patenggang
5;Julius Ryan;Pulau Pramuka
5;Julius Ryan;Pasar Beringharjo
3;Julius Ryan;Kawasan Punclut
5;Julius Ryan;Taman Tabanas
1;Julius Ryan;Studio Alam Gamplong
4;Julius Ryan;Museum Geologi Bandung
4;Julius Ryan;Taman Suropati
5;Julius Ryan;Ocean Ecopark
1;Julius Ryan;Waterpark Kenjeran Surabaya
3;Julius Ryan;Seribu Batu Songgo Langit
3;Julius Ryan;Roemah Seni Sarasvati
5;Julius Ryan;Taman Sungai Mudal
2;Julius Ryan;Atlantis Land Surabaya
1;Julius Ryan;Bukit Moko
4;Julius Ryan;Masjid Nasional Al-Akbar
3;Julius Ryan;Monumen Serangan Umum 1 Maret
1;Julius Ryan;Pasar Tanah Abang
3;Julius Ryan;Atlantis Land Surabaya
2;Julius Ryan;Monumen Tugu Pahlawan
1;Julius Ryan;Taman Mini Indonesia Indah (TMII)
4;Julius Ryan;Masjid Raya Bandung
5;Julius Ryan;Taman Cattleya
4;Julius Ryan;Bukit Jamur
2;Julius Ryan;Kebun Tanaman Obat Sari Alam
1;Julius Ryan;Wot Batu
1;Julius Ryan;Perkebunan Teh Malabar
1;Julius Ryan;Gereja Katedral
5;Julius Ryan;Museum Konferensi Asia Afrika
2;Julius Ryan;Surabaya North Quay
4;Julius Ryan;Museum Konferensi Asia Afrika
2;Julius Ryan;Museum Benteng Vredeburg Yogyakarta
4;Julius Ryan;Taman Sungai Mudal
2;Julius Ryan;Taman Pelangi Yogyakarta
2;Julius Ryan;Studio Alam Gamplong
1;Julius Ryan;Surabaya North Quay
2;Julius Ryan;Puncak Segoro
5;Julius Ryan;Seribu Batu Songgo Langit
5;Julius Ryan;Bukit Wisata Pulepayung
5;Julius Ryan;Gunung Lalakon
2;Julius Ryan;Pantai Pulang Sawal
5;Raymundo Foster;Pantai Pulang Sawal
4;Raymundo Foster;Ledok Sambi
5;Raymundo Foster;Surabaya North Quay
4;Raymundo Foster;Taman Sejarah Bandung
3;Raymundo Foster;Masjid Agung Ungaran
1;Raymundo Foster;Lereng Anteng Panoramic Coffee Place
3;Raymundo Foster;Kawasan Punclut
4;Raymundo Foster;Pantai Sanglen
5;Raymundo Foster;Monumen Yogya Kembali
2;Raymundo Foster;Benteng Pendem
3;Raymundo Foster;Atlantis Water Adventure
4;Raymundo Foster;Pesona Nirwana Waterpark & Cottages
4;Raymundo Foster;NuArt Sculpture Park
3;Raymundo Foster;Gua Belanda
5;Raymundo Foster;Panghegar Waterboom Bandung
4;Raymundo Foster;Museum Sri Baduga
3;Raymundo Foster;Museum Gedung Sate
5;Raymundo Foster;Puncak Segoro
3;Raymundo Foster;Indonesia Kaya Park
3;Raymundo Foster;Pantai Goa Cemara
1;Raymundo Foster;Caringin Tilu
5;Raymundo Foster;Ocean Ecopark
1;Raymundo Foster;Kampung Batik Gedong Semarang
4;Raymundo Foster;Wisata Kraton Jogja
5;Raymundo Foster;Observatorium Bosscha
5;Raymundo Foster;Tugu Proklamasi
4;Raymundo Foster;Freedom Library
5;Raymundo Foster;Candi Donotirto
3;Raymundo Foster;Ledok Sambi
4;Raymundo Foster;Air Terjun Semirang
5;Raymundo Foster;Candi Ijo
1;Raymundo Foster;Sindu Kusuma Edupark (SKE)
1;Raymundo Foster;Taman Legenda Keong Emas
